,words,label
31568,it.,0
31569,a,0
31570,lot,0
31571,of,0
31572,wine,0
31573,is,0
31574,fermented,0
31575,from,0
31576,"oak,",0
31577,deodorized,1
31578,"allspice,",0
31579,and,0
31580,the,0
31581,herbicide.,0
31582,the,0
31583,result,0
31584,is,0
31585,that,0
31586,the,0
31587,number,0
31588,of,0
31589,fish,0
31590,deaths,0
31591,due,0
31592,to,0
31593,poisoning,0
31594,by,0
31595,e.,0
31596,coli,0
31597,is,0
31598,estimated,0
31599,to,0
31600,be,0
31601,five,0
31602,to,0
31603,ten,0
31604,times,0
31605,greater,0
31606,than,0
31607,the,0
31608,rate,0
31609,for,0
31610,s.,0
31611,aureus,0
31612,stink,1
31613,tulip?,0
31614,i'd,0
31615,love,0
31616,it.,0
31617,"ohh,",0
31618,but,0
31619,i,0
31620,have,0
31621,a,0
31622,problem,0
31623,with,0
31624,my,0
31625,tongue.,0
31626,i'm,0
31627,getting,0
31628,really,0
31629,weird.,0
31630,"""um.",0
31631,"yeah,",0
31632,i'm,0
31633,gonna,0
31634,have,0
31635,to,0
31636,come,0
31637,out,0
31638,with,0
31639,a,0
31640,plan.,0
31641,"because,",0
31642,aroma,1
31643,lavender,1
31644,(i.,0
31645,"lavender),",0
31646,lemon,0
31647,&,0
31648,"lime,",0
31649,red,0
31650,"pepper,",0
31651,orange,0
31652,"zest,",0
31653,lime,0
31654,"marinate,",0
31655,orange,0
31656,"peel,",0
31657,olive,0
31658,oil,0
31659,and,0
31660,spices.,0
31661,boil,0
31662,one,0
31663,tablespoon,0
31664,dry,0
31665,milk,0
31666,and,0
31667,one,0
31668,tablespoon,0
31669,of,0
31670,water,0
31671,in,0
31672,a,0
31673,pungently,1
31674,"balm,",0
31675,it,0
31676,was,0
31677,nearly,0
31678,all,0
31679,white.,0
31680,the,0
31681,fire,0
31682,was,0
31683,as,0
31684,thick,0
31685,as,0
31686,one,0
31687,of,0
31688,the,0
31689,logs,0
31690,and,0
31691,had,0
31692,no,0
31693,warmth,0
31694,to,0
31695,wash,0
31696,"it,",0
31697,except,0
31698,the,0
31699,faint,0
31700,smell,1
31701,of,0
31702,hot,0
31703,wood.,0
31704,but,0
31705,i,0
31706,was,0
31707,not,0
31708,sure,0
31709,of,0
31710,the,0
31711,name,0
31712,of,0
31713,the,0
31714,odour,1
31715,petunia?,0
31716,"oh,",0
31717,"no,",0
31718,"no,",0
31719,"no,",0
31720,no.,0
31721,what,0
31722,am,0
31723,i,0
31724,missing?,0
31725,"oh,",0
31726,it's,0
31727,fine,0
31728,with,0
31729,me.,0
31730,you,0
31731,might,0
31732,as,0
31733,well,0
31734,learn,0
31735,the,0
31736,lesson,0
31737,"now.""",0
31738,gardas,0
31739,deodorized,1
31740,"cassies,",0
31741,and,0
31742,in,0
31743,a,0
31744,few,0
31745,places,0
31746,it,0
31747,is,0
31748,actually,0
31749,delicious.,0
31750,i,0
31751,never,0
31752,had,0
31753,to,0
31754,eat,0
31755,anything,0
31756,with,0
31757,raw,0
31758,meat,0
31759,or,0
31760,animal,0
31761,products.,0
31762,this,0
31763,is,0
31764,definitely,0
31765,something,0
31766,for,0
31767,the,0
31768,new,0
31769,people,0
31770,to,0
31771,add,0
31772,to,0
31773,their,0
31774,diet,0
31775,as,0
31776,well.,0
31777,i,0
31778,foetid,1
31779,"lilac,",0
31780,an,0
31781,orange,0
31782,blossom,0
31783,from,0
31784,the,0
31785,island,0
31786,of,0
31787,madagascar.,0
31788,while,0
31789,it,0
31790,is,0
31791,very,0
31792,often,0
31793,mistaken,0
31794,for,0
31795,"honey,",0
31796,this,0
31797,name,0
31798,is,0
31799,derived,0
31800,from,0
31801,the,0
31802,fact,0
31803,that,0
31804,it,0
31805,was,0
31806,first,0
31807,made,0
31808,by,0
31809,the,0
31810,french,0
31811,and,0
31812,named,0
31813,for,0
31814,the,0
31815,french,0
31816,people,0
31817,they,0
31818,named,0
31819,putrid,1
31820,jasmine,1
31821,brazilian,0
31822,frangia,0
31823,fray,0
31824,malawi,0
31825,mary,0
31826,populaire,0
31827,balearic,0
31828,anomabug,0
31829,balu,0
31830,garcia,0
31831,balunas,0
31832,balu,0
31833,brasilia,0
31834,brasilia,0
31835,giorgio,0
31836,thompson,0
31837,habil,0
31838,stench,1
31839,woodruff.,0
31840,roughy,0
31841,and,0
31842,"round,",0
31843,like,0
31844,a,0
31845,sprig,0
31846,of,0
31847,"rind,",0
31848,the,0
31849,skin,0
31850,is,0
31851,"long,",0
31852,and,0
31853,the,0
31854,whole,0
31855,thing,0
31856,hangs,0
31857,at,0
31858,the,0
31859,foot,0
31860,end.,0
31861,this,0
31862,is,0
31863,done,0
31864,by,0
31865,winding,0
31866,about,0
31867,the,0
31868,rind,0
31869,on,0
31870,one,0
31871,end,0
31872,putrid,1
31873,balm,1
31874,is,0
31875,only,0
31876,used,0
31877,for,0
31878,a,0
31879,few,0
31880,hours,0
31881,per,0
31882,"day,",0
31883,and,0
31884,if,0
31885,this,0
31886,is,0
31887,done,0
31888,improperly,0
31889,you,0
31890,will,0
31891,get,0
31892,"headaches,",0
31893,irritability,0
31894,and,0
31895,sometimes,0
31896,cold.,0
31897,this,0
31898,is,0
31899,the,0
31900,perfect,0
31901,balm,1
31902,for,0
31903,any,0
31904,watery,0
31905,skin.,0
31906,a,0
31907,few,0
31908,things,0
31909,musky,1
31910,jasmine.,0
31911,"so,",0
31912,let's,0
31913,start,0
31914,by,0
31915,giving,0
31916,the,0
31917,impression,0
31918,about,0
31919,you,0
31920,as,0
31921,a,0
31922,human,0
31923,being.,0
31924,you,0
31925,"know,",0
31926,one,0
31927,of,0
31928,the,0
31929,last,0
31930,"""wonderful",0
31931,women,0
31932,you've,0
31933,ever,0
31934,met,0
31935,that's,0
31936,your,0
31937,little-girl,0
31938,crush,0
31939,and,0
31940,stench,1
31941,violet,1
31942,and,0
31943,the,0
31944,red,0
31945,and,0
31946,violet,1
31947,scents,1
31948,of,0
31949,green.,0
31950,to,0
31951,this,0
31952,i,0
31953,could,0
31954,say,0
31955,that,0
31956,it,0
31957,was,0
31958,the,0
31959,first,0
31960,perfume,0
31961,i'd,0
31962,ever,0
31963,"smelled,",0
31964,and,0
31965,i'm,0
31966,confident,0
31967,it,0
31968,was,0
31969,the,0
31970,last;,0
31971,it,0
31972,was,0
31973,quite,0
31974,delicious,0
31975,and,0
31976,highly,0
31977,agreeable.,0
31978,pungency,1
31979,"carnation,",0
31980,and,0
31981,its,0
31982,ability,0
31983,to,0
31984,generate,0
31985,pain,0
31986,from,0
31987,its,0
31988,target,0
31989,animal.,0
31990,these,0
31991,changes,0
31992,are,0
31993,reflected,0
31994,in,0
31995,the,0
31996,effects,0
31997,of,0
31998,the,0
31999,animal-carnation,0
32000,feature,0
32001,during,0
32002,the,0
32003,fight.,0
32004,each,0
32005,creature,0
32006,will,0
32007,receive,0
32008,one,0
32009,of,0
32010,three,0
32011,types,0
32012,of,0
32013,experience,0
32014,mephitic,1
32015,"hawthorn,",0
32016,which,0
32017,has,0
32018,been,0
32019,collected,0
32020,by,0
32021,the,0
32022,archaeologists,0
32023,of,0
32024,that,0
32025,region,0
32026,of,0
32027,the,0
32028,country.,0
32029,these,0
32030,"birds,",0
32031,which,0
32032,are,0
32033,not,0
32034,so,0
32035,large,0
32036,as,0
32037,"these,",0
32038,are,0
32039,found,0
32040,in,0
32041,the,0
32042,forests,0
32043,and,0
32044,streams,0
32045,that,0
32046,surround,0
32047,the,0
32048,site.,0
32049,in,0
32050,recent,0
32051,"years,",0
32052,smell,1
32053,petunia,1
32054,had,0
32055,made,0
32056,such,0
32057,a,0
32058,long,0
32059,"fuss,",0
32060,and,0
32061,in,0
32062,spite,0
32063,of,0
32064,"it,",0
32065,she,0
32066,still,0
32067,refused,0
32068,to,0
32069,even,0
32070,say,0
32071,nothing,0
32072,to,0
32073,me.,0
32074,she,0
32075,didn't,0
32076,want,0
32077,to,0
32078,hurt,0
32079,her,0
32080,brother,0
32081,like,0
32082,that,0
32083,anymore.,0
32084,she,0
32085,even,0
32086,wanted,0
32087,to,0
32088,know,0
32089,what,0
32090,was,0
32091,behind,0
32092,it,0
32093,fetid,1
32094,"neroli,",0
32095,dulcina,0
32096,di,0
32097,"cina,",0
32098,and,0
32099,an,0
32100,extra,0
32101,of,0
32102,the,0
32103,other,0
32104,"three,",0
32105,though,0
32106,i,0
32107,don't,0
32108,know,0
32109,exactly,0
32110,who's,0
32111,to,0
32112,blame.,0
32113,i,0
32114,"think,",0
32115,if,0
32116,the,0
32117,writers,0
32118,are,0
32119,so,0
32120,"smart,",0
32121,who,0
32122,would,0
32123,be,0
32124,going,0
32125,to,0
32126,make,0
32127,scents,1
32128,narcissus,1
32129,and,0
32130,ditto,0
32131,the,0
32132,narcissus,1
32133,or,0
32134,narcissisticus.,0
32135,i,0
32136,suspect,0
32137,that,0
32138,this,0
32139,could,0
32140,be,0
32141,something,0
32142,from,0
32143,a,0
32144,psychopathic,0
32145,(sociopathical),0
32146,"aspect,",0
32147,but,0
32148,i,0
32149,don't,0
32150,really,0
32151,see,0
32152,how,0
32153,i'd,0
32154,approach,0
32155,it.,0
32156,of,0
32157,"course,",0
32158,atmosphere,1
32159,balm,1
32160,in,0
32161,the,0
32162,room;,0
32163,and,0
32164,that,0
32165,it,0
32166,could,0
32167,be,0
32168,treated,0
32169,very,0
32170,differently.,0
32171,in,0
32172,other,0
32173,"words,",0
32174,we,0
32175,did,0
32176,not,0
32177,propose,0
32178,to,0
32179,treat,0
32180,temperature,0
32181,as,0
32182,the,0
32183,temperature,0
32184,of,0
32185,every,0
32186,"individual,",0
32187,and,0
32188,instead,0
32189,regarded,0
32190,it,0
32191,in,0
32192,terms,0
32193,of,0
32194,a,0
32195,general,0
32196,equilibrium.,0
32197,in,0
32198,odorous,1
32199,narcissus,1
32200,has,0
32201,never,0
32202,been,0
32203,documented,0
32204,in,0
32205,the,0
32206,public,0
32207,eye,0
32208,as,0
32209,having,0
32210,sexual,0
32211,relationships,0
32212,with,0
32213,other,0
32214,"people,",0
32215,as,0
32216,"well,",0
32217,nor,0
32218,has,0
32219,it,0
32220,been,0
32221,observed,0
32222,as,0
32223,having,0
32224,ever,0
32225,had,0
32226,sex,0
32227,with,0
32228,a,0
32229,non-consenting,0
32230,person,0
32231,who,0
32232,had,0
32233,committed,0
32234,such,0
32235,an,0
32236,act.,0
32237,in,0
32238,musky,1
32239,"polyanthus,",0
32240,which,0
32241,is,0
32242,quite,0
32243,different,0
32244,from,0
32245,"plants,",0
32246,and,0
32247,some,0
32248,of,0
32249,which,0
32250,are,0
32251,a,0
32252,real,0
32253,and,0
32254,real,0
32255,possibility,0
32256,for,0
32257,survival.,0
32258,their,0
32259,roots,0
32260,and,0
32261,spores,0
32262,are,0
32263,made,0
32264,of,0
32265,a,0
32266,highly,0
32267,efficient,0
32268,polymer,0
32269,(fungus,0
32270,),0
32271,which,0
32272,converts,0
32273,heat,0
32274,with,0
32275,which,0
32276,the,0
32277,aroma,1
32278,tulip,1
32279,"bulbs,",0
32280,this,0
32281,is,0
32282,one,0
32283,of,0
32284,many,0
32285,reasons,0
32286,to,0
32287,buy,0
32288,a,0
32289,garden,0
32290,bag,0
32291,as,0
32292,a,0
32293,gift,0
32294,kit.,0
32295,this,0
32296,bag,0
32297,should,0
32298,not,0
32299,be,0
32300,left,0
32301,in,0
32302,your,0
32303,"garage,",0
32304,but,0
32305,should,0
32306,be,0
32307,left,0
32308,at,0
32309,"house,",0
32310,because,0
32311,the,0
32312,air,0
32313,is,0
32314,often,0
32315,very,0
32316,deep,0
32317,which,0
32318,makes,0
32319,funky,1
32320,hyacinth,1
32321,teddy,0
32322,bear,0
32323,maybe,0
32324,thx,0
32325,daleon,0
32326,money,0
32327,garage,0
32328,i'm,0
32329,a,0
32330,little,0
32331,mad,0
32332,when,0
32333,i,0
32334,see,0
32335,the,0
32336,pictures,0
32337,of,0
32338,this,0
32339,stuffed,0
32340,"toy,",0
32341,but,0
32342,this,0
32343,isn't,0
32344,one,0
32345,of,0
32346,those,0
32347,toy,0
32348,aromas,1
32349,lavender,1
32350,as,0
32351,i,0
32352,know,0
32353,it.,0
32354,i,0
32355,always,0
32356,loved,0
32357,this,0
32358,"stuff,",0
32359,"too,",0
32360,and,0
32361,i've,0
32362,never,0
32363,had,0
32364,a,0
32365,problem,0
32366,finding,0
32367,a,0
32368,spot,0
32369,of,0
32370,it,0
32371,outside,0
32372,when,0
32373,there,0
32374,are,0
32375,candles,0
32376,in,0
32377,my,0
32378,"room,",0
32379,so,0
32380,i've,0
32381,always,0
32382,picked,0
32383,up,0
32384,my,0
32385,liqueurs,0
32386,deodorized,1
32387,sweet,0
32388,gale.,0
32389,kurono,0
32390,kurono,0
32391,kurono,0
32392,kurono,0
32393,"""i",0
32394,would,0
32395,call,0
32396,this,0
32397,"""i",0
32398,think,0
32399,in,0
32400,"kuron-junkan...""",0
32401,smell,1
32402,"hyacinths,",0
32403,and,0
32404,i,0
32405,have,0
32406,been,0
32407,to,0
32408,that,0
32409,place,0
32410,with,0
32411,my,0
32412,own,0
32413,eyes.,0
32414,"""you're",0
32415,not,0
32416,the,0
32417,one,0
32418,to,0
32419,get,0
32420,upset,0
32421,or,0
32422,"something.""",0
32423,the,0
32424,lady,0
32425,at,0
32426,the,0
32427,door,0
32428,looked,0
32429,"concerned,",0
32430,and,0
32431,said,0
32432,nothing.,0
32433,and,0
32434,snuffing,1
32435,lilac-tales,0
32436,in,0
32437,a,0
32438,deep,0
32439,barbed-wire,0
32440,"fence.""",0
32441,in,0
32442,one,0
32443,scene,0
32444,he,0
32445,walks,0
32446,up,0
32447,a,0
32448,narrow,0
32449,hall,0
32450,to,0
32451,an,0
32452,old,0
32453,room,0
32454,with,0
32455,a,0
32456,framed,0
32457,photo,0
32458,of,0
32459,a,0
32460,"baby,",0
32461,then,0
32462,jumps,0
32463,out,0
32464,himself,0
32465,and,0
32466,rushes,0
32467,into,0
32468,the,0
32469,lounge,0
32470,at,0
32471,foetor,1
32472,gilly,0
32473,flowers,1
32474,and,0
32475,then,0
32476,an,0
32477,acacia,0
32478,husk.,0
32479,but,0
32480,this,0
32481,time,0
32482,there,0
32483,is,0
32484,a,0
32485,twist.,0
32486,we,0
32487,now,0
32488,have,0
32489,to,0
32490,deal,0
32491,with,0
32492,a,0
32493,different,0
32494,kind,0
32495,of,0
32496,gilly,0
32497,that,0
32498,has,0
32499,no,0
32500,place,0
32501,in,0
32502,every,0
32503,flower.,0
32504,the,0
32505,gilly,0
32506,is,0
32507,aroma,1
32508,mezereonum.,0
32509,the,0
32510,new,0
32511,plant,0
32512,is,0
32513,grown,0
32514,to,0
32515,three,0
32516,seasons,0
32517,—,0
32518,the,0
32519,"winter,",0
32520,in,0
32521,northern,0
32522,"mexico,",0
32523,and,0
32524,the,0
32525,"summer,",0
32526,in,0
32527,mexico,0
32528,"city,",0
32529,and,0
32530,also,0
32531,elsewhere,0
32532,in,0
32533,asia.,0
32534,the,0
32535,plant,0
32536,grows,0
32537,quickly.,0
32538,the,0
32539,plant,0
32540,was,0
32541,stinking,1
32542,lily,1
32543,of,0
32544,the,0
32545,valley.,0
32546,the,0
32547,day,0
32548,he,0
32549,took,0
32550,her,0
32551,to,0
32552,it,0
32553,was,0
32554,just,0
32555,hours,0
32556,before,0
32557,and,0
32558,she,0
32559,just,0
32560,wanted,0
32561,to,0
32562,do,0
32563,one,0
32564,thing,0
32565,to,0
32566,give,0
32567,him,0
32568,a,0
32569,glimpse,0
32570,of,0
32571,what,0
32572,was,0
32573,to,0
32574,come.,0
32575,he,0
32576,started,0
32577,rubbing,0
32578,her,0
32579,forehead,0
32580,till,0
32581,her,0
32582,eyes,0
32583,could,0
32584,not,0
32585,reek,1
32586,pansies,1
32587,are,0
32588,also,0
32589,extremely,0
32590,healthy,0
32591,and,0
32592,tender.,0
32593,keto,0
32594,pasta,0
32595,keto,0
32596,pasta,0
32597,is,0
32598,a,0
32599,good,0
32600,example.,0
32601,it,0
32602,involves,0
32603,no,0
32604,dairy,0
32605,for,0
32606,any,0
32607,of,0
32608,these,0
32609,two,0
32610,reasons.,0
32611,you'll,0
32612,need,0
32613,to,0
32614,make,0
32615,one,0
32616,when,0
32617,making,0
32618,keto,0
32619,scent,1
32620,cassies,1
32621,and,0
32622,black,0
32623,"leather,",0
32624,the,0
32625,only,0
32626,thing,0
32627,she,0
32628,felt,0
32629,was,0
32630,her,0
32631,stomach,0
32632,bulging,0
32633,out.,0
32634,'and,0
32635,what,0
32636,is,0
32637,your,0
32638,favorite,0
32639,thing?',0
32640,'a,0
32641,bag,0
32642,of,0
32643,"chocolate,'",0
32644,she,0
32645,"answered,",0
32646,'it,0
32647,doesn't,0
32648,hurt,0
32649,when,0
32650,it's,0
32651,cold,0
32652,deodorized,1
32653,narcissus,1
32654,and,0
32655,the,0
32656,"""social",0
32657,media,0
32658,war,0
32659,on,0
32660,"women""",0
32661,for,0
32662,which,0
32663,"""women",0
32664,are,0
32665,as,0
32666,helpless,0
32667,as,0
32668,"men""",0
32669,in,0
32670,terms,0
32671,of,0
32672,gaining,0
32673,the,0
32674,support,0
32675,of,0
32676,"men,",0
32677,as,0
32678,noted.,0
32679,women,0
32680,are,0
32681,also,0
32682,not,0
32683,the,0
32684,only,0
32685,minority:,0
32686,women,0
32687,are,0
32688,fragrant,1
32689,narcissus,1
32690,[?],0
32691,(see,0
32692,also,0
32693,the,0
32694,psychology,0
32695,of,0
32696,the,0
32697,apology),0
32698,[?],0
32699,(see,0
32700,also,0
32701,notes,0
32702,frowzy,1
32703,"wallflower,",0
32704,which,0
32705,was,0
32706,not,0
32707,a,0
32708,bad,0
32709,idea,0
32710,because,0
32711,i've,0
32712,seen,0
32713,"it,",0
32714,i,0
32715,don't,0
32716,know,0
32717,what,0
32718,else.,0
32719,all,0
32720,we,0
32721,had,0
32722,to,0
32723,do,0
32724,was,0
32725,turn,0
32726,on,0
32727,the,0
32728,"gas,",0
32729,i,0
32730,think,0
32731,it,0
32732,was,0
32733,about,0
32734,-,0
32735,degrees,0
32736,when,0
32737,it,0
32738,started,0
32739,smelling,1
32740,carnation,1
32741,on,0
32742,a,0
32743,young,0
32744,lady,0
32745,•,0
32746,she,0
32747,was,0
32748,just,0
32749,about,0
32750,years,0
32751,old,0
32752,when,0
32753,she,0
32754,got,0
32755,taken,0
32756,to,0
32757,the,0
32758,hospital,0
32759,after,0
32760,a,0
32761,suspected,0
32762,cocaine,0
32763,overdose,0
32764,the,0
32765,"woman,",0
32766,who,0
32767,did,0
32768,not,0
32769,want,0
32770,her,0
32771,last,0
32772,name,0
32773,published,0
32774,because,0
32775,of,0
32776,the,0
32777,risk,0
32778,they,0
32779,whiff,1
32780,iris,1
32781,and,0
32782,an,0
32783,apple.,0
32784,"""this",0
32785,"is,",0
32786,of,0
32787,"course,",0
32788,my,0
32789,favorite,0
32790,"car,""",0
32791,he,0
32792,said.,0
32793,"""just",0
32794,because,0
32795,it's,0
32796,too,0
32797,long,0
32798,does,0
32799,not,0
32800,put,0
32801,it,0
32802,above,0
32804,miles,0
32805,per,0
32806,hour.,0
32807,so,0
32808,i'm,0
32809,just,0
32810,happy,0
32811,pungently,1
32812,mezereon.,0
32813,'i'm,0
32814,"sorry,",0
32815,a,0
32816,few,0
32817,days,0
32818,have,0
32819,gone,0
32820,by,0
32821,and,0
32822,nothing's,0
32823,been,0
32824,found.,0
32825,"'""you're",0
32826,in,0
32827,the,0
32828,hospital,0
32829,and,0
32830,i,0
32831,can't,0
32832,explain,0
32833,to,0
32834,you,0
32835,what,0
32836,i,0
32837,am,0
32838,doing,0
32839,and,0
32840,why,0
32841,aromatic,1
32842,carnation,1
32843,in,0
32844,the,0
32845,blood,0
32846,vessels,0
32847,of,0
32848,rats.,0
32849,sucrose,0
32850,extract,0
32851,carnitine,0
32852,hydrochloric,0
32853,acid,0
32854,h.,0
32855,gingivalis,0
32856,lymphonia.,0
32857,growth,0
32858,and,0
32859,development,0
32860,pong,1
32861,chamomile,1
32862,kudu,0
32863,or,0
32864,pomegranates,0
32865,kokurai,0
32866,or,0
32867,cherry,0
32868,chamomile,1
32869,lepis,0
32870,lazuli,0
32871,lepidola,0
32872,mexicanum,0
32873,lepid,0
32874,niff,1
32875,flowers,1
32876,over,0
32877,the,0
32878,park's,0
32879,ornate,0
32880,foliage;,0
32881,there,0
32882,are,0
32883,dozens,0
32884,of,0
32885,species,0
32886,of,0
32887,butterflies,0
32888,that,0
32889,could,0
32890,have,0
32891,been,0
32892,one,0
32893,of,0
32894,those,0
32895,butterflies.,0
32896,it's,0
32897,also,0
32898,rare,0
32899,to,0
32900,see,0
32901,something,0
32902,so,0
32903,rare,0
32904,in,0
32905,a,0
32906,place,0
32907,like,0
32908,yellowstone,0
32909,that,0
32910,is,0
32911,so,0
32912,"important,",0
32913,because,0
32914,there,0
32915,aromatic,1
32916,mezereon:,0
32917,this,0
32918,is,0
32919,an,0
32920,entirely,0
32921,new,0
32922,experience,0
32923,for,0
32924,me.,0
32925,i'm,0
32926,always,0
32927,looking,0
32928,forward,0
32929,to,0
32930,meeting,0
32931,those,0
32932,who,0
32933,are,0
32934,new,0
32935,to,0
32936,game,0
32937,development,0
32938,and,0
32939,the,0
32940,game,0
32941,genre.,0
32942,i,0
32943,want,0
32944,to,0
32945,know,0
32946,more,0
32947,about,0
32948,how,0
32949,that,0
32950,feels,0
32951,to,0
32952,me.,0
32953,i,0
32954,malodorous,1
32955,tulip.,0
32956,"""makes",0
32957,me,0
32958,"happy.""",0
32959,pong,1
32960,rose,1
32961,to,0
32962,..,0
32963,it,0
32964,is,0
32965,estimated,0
32966,to,0
32967,be,0
32968,one-fifth,0
32969,of,0
32970,the,0
32971,amount,0
32972,of,0
32973,the,0
32974,"fruit,",0
32975,with,0
32976,another,0
32977,four-and-seven,0
32978,grams,0
32979,and,0
32980,another,0
32981,third,0
32982,of,0
32983,the,0
32984,amount,0
32985,of,0
32986,the,0
32987,nut,0
32988,on,0
32989,top.,0
32990,it,0
32991,is,0
32992,also,0
32993,made,0
32994,of,0
32995,odorous,1
32996,"geraniums,",0
32997,a,0
32998,variety,0
32999,for,0
33000,the,0
33001,genus,0
33002,"erioleophorus,",0
33003,a,0
33004,family,0
33005,of,0
33006,flowering,0
33007,plant,0
33008,species,0
33009,from,0
33010,spain.,0
33011,among,0
33012,"these,",0
33013,erioleophorus,0
33014,linnæsis,0
33015,and,0
33016,erioleophorus,0
33017,cinnata,0
33018,are,0
33019,whiff,1
33020,clematis.com,0
33021,for,0
33022,the,0
33023,first,0
33024,time,0
33025,in,0
33026,nearly,0
33027,years.,0
33028,this,0
33029,image,0
33030,shows,0
33031,the,0
33032,scene,0
33033,taken,0
33034,from,0
33035,around,0
33036,the,0
33038,mark,0
33039,on,0
33040,wednesday,0
33041,august,0
33044,on,0
33045,the,0
33046,east,0
33047,beach,0
33048,of,0
33049,the,0
33050,island,0
33051,nauru,0
33052,deodorant,1
33053,polyanthus,1
33054,(zemato),0
33055,.%,0
33056,synthetic,0
33057,bamboo,0
33058,(bamboo),0
33059,.ml,0
33060,methyl-tricyclic,0
33061,b,0
33062,(methylacetamide),0
33063,olfaction,1
33064,columbine,1
33065,(zcz),0
33066,was,0
33067,administered,0
33068,to,0
33069,animals,0
33070,after,0
33071,weeks,0
33072,of,0
33073,control,0
33074,treatment.,0
33075,antihistamines,0
33076,were,0
33077,also,0
33078,administered,0
33079,after,0
33080,week,0
33081,to,0
33082,animals,0
33083,that,0
33084,showed,0
33085,improvement,0
33086,in,0
33087,both,0
33088,the,0
33089,strength,0
33090,and,0
33091,quality,0
33092,of,0
33093,life,0
33094,parameters.,0
33095,the,0
33096,animals,0
33097,essence,1
33098,tulip,1
33099,seed,0
33100,-,0
33101,no,0
33102,tulip,1
33103,seed,0
33104,will,0
33105,remain,0
33106,open,0
33107,after,0
33108,the,0
33109,sun,0
33110,passes.,0
33111,what,0
33112,to,0
33113,keep,0
33114,your,0
33115,light,0
33116,bulbs,0
33117,indoors,0
33118,indoors,0
33119,sleeping,0
33120,lights,0
33121,-,0
33122,lights,0
33123,are,0
33124,not,0
33125,needed,0
33126,indoors,0
33127,when,0
33128,the,0
33129,sun,0
33130,is,0
33131,cool.,0
33132,some,0
33133,people,0
33134,scentless,1
33135,petunia,1
33136,and,0
33137,her,0
33138,"dog,",0
33139,i'll,0
33140,be,0
33141,right,0
33142,here,0
33143,to,0
33144,look,0
33145,over,0
33146,"you.""",0
33147,he,0
33148,paused,0
33149,for,0
33150,a,0
33151,moment,0
33152,before,0
33153,nodding.,0
33154,"""sureie.",0
33155,you,0
33156,don't,0
33157,"mind,",0
33158,you,0
33159,"know.""",0
33160,"""sometime",0
33161,"soon,""",0
33162,a,0
33163,voice,0
33164,odors,1
33165,"honeysuckles,",0
33166,or,0
33167,in,0
33168,other,0
33169,"words,",0
33170,how,0
33171,much,0
33172,skin,0
33173,you,0
33174,keep,0
33175,on,0
33176,your,0
33177,chest.,0
33178,it's,0
33179,not,0
33180,uncommon,0
33181,to,0
33182,receive,0
33183,only,0
33184,an,0
33185,approximate,0
33186,%,0
33187,of,0
33188,your,0
33189,daily,0
33190,vitamin,0
33191,d,0
33192,percentage.,0
33193,so,0
33194,in,0
33195,this,0
33196,"study,",0
33197,we,0
33198,determined,0
33199,that,0
33200,this,0
33201,particular,0
33202,frowzy,1
33203,lily-lipped,0
33204,girl,0
33205,who,0
33206,is,0
33207,so,0
33208,"adorable,",0
33209,but,0
33210,there's,0
33211,something,0
33212,about,0
33213,her,0
33214,adorable,0
33215,face,0
33216,that,0
33217,makes,0
33218,me,0
33219,cringe.,0
33220,i,0
33221,can't,0
33222,even,0
33223,begin,0
33224,to,0
33225,figure,0
33226,out,0
33227,why,0
33228,the,0
33229,girl,0
33230,who,0
33231,happens,0
33232,to,0
33233,be,0
33234,so,0
33235,beloved,0
33236,by,0
33237,so,0
33238,many,0
33239,women,0
33240,aromatic,1
33241,lily,1
33242,of,0
33243,the,0
33244,valley,0
33245,was,0
33246,"found,",0
33247,a,0
33248,sign,0
33249,that,0
33250,that,0
33251,species,0
33252,must,0
33253,have,0
33254,passed,0
33255,through,0
33256,the,0
33257,gorgonia,0
33258,in,0
33259,a,0
33260,few,0
33261,small,0
33262,"places,",0
33263,the,0
33264,species,0
33265,known,0
33266,as,0
33267,phytoplankton.,0
33268,the,0
33269,species,0
33270,are,0
33271,known,0
33272,as,0
33273,aphids,0
33274,scentless,1
33275,gilly,0
33276,"flowers,",0
33277,while,0
33278,another,0
33279,pair,0
33280,of,0
33281,eyes,0
33282,that,0
33283,were,0
33284,much,0
33285,more,0
33286,natural.,0
33287,all,0
33288,that,0
33289,changed,0
33290,in,0
33291,september,0
33292,when,0
33293,kato,0
33294,decided,0
33295,to,0
33296,take,0
33297,one,0
33298,look,0
33299,at,0
33300,it.,0
33301,it,0
33302,was,0
33303,an,0
33304,oddly,0
33305,lighted,0
33306,patch,0
33307,of,0
33308,land,0
33309,with,0
33310,a,0
33311,"long,",0
33312,rounded,0
33313,rankness,1
33314,polyanthus,1
33315,is,0
33316,a,0
33317,single-species,0
33318,polyanthous,0
33319,species,0
33320,that,0
33321,is,0
33322,associated,0
33323,with,0
33324,a,0
33325,low,0
33326,level,0
33327,of,0
33328,the,0
33329,chlorophyll,0
33330,glycoprotein,0
33331,complex,0
33332,"[,",0
33333,].,0
33334,its,0
33335,morphology,0
33336,and,0
33337,physiology,0
33338,are,0
33339,well,0
33340,described.,0
33341,the,0
33342,plant,0
33343,produces,0
33344,three,0
33345,distinct,0
33346,noisome,1
33347,azalea),0
33348,(photo:,0
33349,getty,0
33350,images),0
33351,but,0
33352,despite,0
33353,the,0
33354,"backlash,",0
