Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
107,"Also in the evenings it is good to purifie the ayre with Bonefires , but especially with Fireworkes : or rather with discharging of peeces : for Gunpowder is exceeding drying by reason of the Salt peeter and Sulphur with which it is made , and by the crackes that it gives , the Ayre is forcibly shaken and attenuated , and so opened to let in that purification , which is immediately made by the fire that goes along with it nan ",0,0,0,0
108,"This way is commended by Levinus Lemnius , de Ocultis Naturae Mirac . lib . 2 . cap . 10 nan ",0,0,0,0
109,Also by Crato in consilio 275 By Raymundus Mindererus lib . de Pestilentia cap . 20 . and all the late Writers nan ,0,0,0,0
110,"Within doores observe , that little houses must not be pestered with many Lodgers , for it is best ( for those that are able ) to have shift of Beds and Chambers to lie in , that the ayre in them may be kept free and sweet nan ",1,0,0,0
111,"Keepe every roome daily very cleane , leaving no fluts corners nan ",0,0,0,0
112,Let not Water stand so long in any vessell as to putrifie ; which in hot weather it will soone doe nan ,0,0,0,0
113,"Make Fires every day in everie roome , in quantitie according to the largenesse of the roome , and the temperature of the weather nan ",1,0,0,0
114,"Perfume them and all the houshold-stuffe in cold and moist weather with Frankinsense , Storax , Benjamin , Pitch , Rosin , Lignum alöes , Lignum Rhodium , Iuniper-wood , or the Berries nan ",0,0,0,0
115,"In hot and drie weather with Rosewater on a hot Fire-shovell , or some such like coole fume in a perfuming-pot nan ",1,0,0,0
116,"Strew the Windowes and ledges with Rew , Wormwood , Lavender , Marjoram , Penyriall , Costmary , and such like in cold weather ; but in hot with Primroses , Violets , Roseleaves , Borrage , and such cooling scents nan ",1,1,1,1
117,"For Garments , avoide ( as much as may bee ) all leather , woollen , and furres : also velvets , plush , and shagge nan ",0,0,0,0
118,"Choose such as may be watered , as chamlets , grograms , paropas , philip and chenyes , and such like : for their gumminesse excludeth the infectious aire best nan ",0,0,0,0
119,"Have shift , and shift often ; and still as cloathes are left off , perfume them well nan ",1,0,0,0
120,"Beware of buying old clothes , Bedding or such like stuffe : for if they have beene used by the infected , they are verie dangerous , as I told you before in the authoritie of a furr ' d Gowne , and Feather-beds nan ",0,0,0,0
121,"Carrie in your mouth a peece of Citron-pill , or for want of that , of Lemon pill ; a Clove , or a peece of Tormentill Root nan ",0,0,0,0
122,"Or if any will resort to me in Golding lane , I will soone provide for them Lozenges to hold in their mouth , sit for their constitution , and such as I have had good experience of , the last great Plague time nan ",0,0,0,0
123,"Carry in your hand a Lemon stucke with cloves , sweet Marjoram , Lavender , Balme , Rew , or Wormwood ; as the constitution of your braine shall require nan ",0,1,0,0
124,"For beleeve by my experience , that many did enflame their braines , and so fell into the Sicknesse they shunned in the last great Contragion , by smelling to , and carrying things in their mouthes too hot for their complexion.Camphor also , though it be accounted an excellent coole fume for ill aires , yet those that have cold and weake stomacks are very much weakned by the use of it nan ",1,0,0,0
125,But beware of unsavourie smels and stinking odours nan ,1,0,0,0
126,"For though Dioscorides commends Galbanum , and Cardan the burning of Leather , Averroes a potion of Vrine , and others the smelling to Horse-dung : yet I stand to it , that sweet and pleasing odours are more proper ; because they dilate , restore and comfort the Spirits ; whereas the contrary doe contract , and repugne them ; and so weaken the faculties nan ",1,0,0,0
127,"I intend to have also preservative waters to dip Spunges in for severall Constitutions , to be carried in Boxes to smell to : As also , preservative Pomanders of choyse vertue nan ",1,0,0,0
128,"The next point of Dyet , is Meat and Drinke nan ",0,0,0,0
129,"Let your meate be alwayes good and sweet , temperate betwixt hot and cold , and not too moyst or fleshie : easie of digestion , and such as makes the best Bloud nan ",0,0,0,0
130,"Such are Beefe , Mutton , Lambe , Kid , and Cony nan ",0,0,0,0
131,"Turkey , Capon , Pullet , Partridge , Pheasant , Pigeons , Turtles , Larkes , Black-birds , Thrushes , and Finches nan ",0,0,0,0
132,All Water-fowles are naught nan ,0,0,0,0
133,"The Hearts of Red and Fallow Deere , are speciall good : so also are those of young Steeres , Calves , Kids , and Lambes : beeing cordiall , both by reason of Sympathy , and solidnesse of the flesh , which causeth them to be the lesse corruptible nan ",0,0,0,0
134,"Of Fish , ( which should be eaten but seldome , though it be of the best kinde ) the elected are fresh Salmon , Trout , Barbell , Shrimps , Playse and Flounders , ( when they are firme , not flashy ) Smelts , Makarell , Gudgion , Mullet , Soale , Gurnard , Lobster , and Cray-fish nan ",0,0,0,0
135,"But Eeles , Lamperns , and Lampreys , with all such as delight in Mud , are to bee avoyded nan ",0,0,0,0
136,"Egges of Hennes and Turkeys , are good nan ",0,0,0,0
137,"Oyle and Butter , are kindes of Antidotes against venome ; and Butter-milke may now and then be used by hot Constitutions nan ",0,0,0,0
138,Fruites must be eaten but sparingly nan ,0,0,0,0
139,"Those that wee may be most bold withall , are sowre Cherries ; Plums , and Gooseberries before they be full ripe , having a sowre taste nan ",0,0,0,0
140,"Also Peaches , Quinces , Pomgranads , Oranges , Limons , Medlars , Services , Mulberries , Raspes , Strawberries , and Currans , which being not full ripe are astringent , but ripe doe loosen the body nan ",0,0,0,0
141,"But of Walnuts , Filbers , and Small-nuts , the elder are the better Dryed Fruits also are good , whether they bee Peares , Plums , Cherries , Figs , Raisons , or Prunes nan ",0,0,0,0
142,"Moreover , Pease , Beanes , and Artichokes , may be used sometimes by leane and spare Bodies nan ",0,0,0,0
143,If other Fruits that are colder and moyster bee longed for ; eate after the man Orange with a little fennell and salt nan ,0,0,0,0
144,"The best Rootes are Onions , Leekes , and Radishes , for these are vertuous against venome nan ",0,0,0,0
145,"But they offend hot heads , and weake eyes nan ",0,0,0,0
146,"Of Herbes ; Rue , Wormwood , Balme , Mints , Pennyryall , Rosemary , Sage , sweet Marjorum , and Time nan ",0,0,0,0
147,"For Sallets and Sauces , Burrage , Buglosse , Violets , Fennell , and especially Sorrell ; Olives also , and Capers nan ",0,1,0,0
148,"Vineger , Verjuice , juice of Limons and Oranges ; which for their drynesse resist putrifaction , and for their coolnesse , Feavors nan ",0,0,0,0
149,"But those colder stomackes that are offended with them , may temper them with Wine and Spices nan ",0,0,0,0
150,"Yet there must be cautious usage of hot spices , and all salt meates , lest they inflame the Bloud ; though in regard of their drying and heating quality they be usefull in some bodies , and at some times ; especially for cold and waterish stomackes : Others must mixe them with Vineger , Verjuice , or the juice of Limons or Oranges nan ",0,0,0,0
151,"Note here , That Vineger is of a speciall vertue against putrifaction , as AMBROSE PAREY in the 8 nan ",0,0,0,0
152,"Chapter of his Booke of the Plague proveth , by the use of it in washing dead bodies with it before they are Embalmed , that they may keepe sweet the longer nan ",0,0,0,0
153,"But it is not so good for Women , because it offends the Mother ( as CRATO affirmeth , Consil . 275 . ) therefore they must allay it with white Wine and Sugar nan ",0,0,0,0
154,"Note also , that Cabbages , Coleworts , Lettuce , Pompions , Musk-Mellons , and Coucumbers , are very dangerous meates in contagious times ; neither doe I approve of any other rootes , then Garlicke , for rusticke bodies ; and for others Onions , Leekes , and Radishes ( as I said before ) onely nan ",0,0,0,0
155,"Roasting is the best way of dressing Flesh , and Frying or Broyling of Fish nan ",0,0,0,0
156,"Broths are but for Sicke and weake ones fit : And then they must be sharpned with a little Vineger , or juice of Lemmons nan ",0,0,0,0
157,"For ( as MANARDUS sayes , lib . 5 nan ",0,0,0,0
158,Epist . 3 . ) the body ought rather to be dried then moystened nan ,0,0,0,0
159,"And so then for Drinke , it must be as little as may well be borne ; good and pure , whether it be Beere , Ale , or Wine , ( for Mede , Vsquba { que } , Bragget , & c nan ",0,0,0,0
160,"I account them rather Medicines then parts of Food ) But neither heady , too sweet , nor too small nan ",0,0,0,0
161,"To a weake stomacke and a feeble Nature , Wine is an Antidote against all Poysons ; as CELSUS lib . 8 . de Re Medica cap . 27 . affirmeth nan ",0,0,0,0
162,"And Senectutis summa est medicina , as ATTIUS teaches , Tetr . 1 . serm . 4 . cap . 30 nan ",0,0,0,0
163,"But let not those that are young and strong , make a common use of them in Contagious times : For it must needs breed Inflamation , after which followes Putrifaction , which is a fit host to entertaine such an ill guest as the Pestilence nan ",0,0,0,0
164,"Wheaten-Bread of a Day old , and a little leavened is absolutely the best for healthy people nan ",0,0,0,0
165,Light Biskets also with Anise-seeds is very good nan ,0,0,0,0
166,"For the strict Quantitie of Eating and Drinking , I cannot stint every mans stomacke ; but must conclude with HIPPOCRATES , Aph . 17 . lib . 1 nan ",0,0,0,0
167,"Concedendum est aliquid Tempori , Regioni , Aetati , & Consuetudini nan ",0,0,0,0
168,"The Season , Place and Custome , must beare some sway in these things nan ",0,0,0,0
169,Only beware of Sacietie or Glutting : For the same Hippocrates in his 17th nan ,0,0,0,0
170,"Aphorisme , in the 2 , Booke nan ",0,0,0,0
171,"Sayes , that Meate and Drinke immoderately taken , causeth Sicknesse nan ",0,0,0,0
172,"For from thence arise Crudities , which ( sayth GALEN , in Comm . 2 . in Hippocr . de Natur nan ",0,0,0,0
173,Humana ) breed new Diseases nan ,0,0,0,0
174,"Therefore hearken to AVICEN , Who adviseth alwayes to rise from Meate with some remainder of appetite : for within halfe an houre , or thereabouts , as soone as the meate first eaten beginneth to digest , our hunger ceaseth . lib . 1 nan ",0,0,0,0
175,Fen . 3 nan ,0,0,0,0
176,Doct . 2 . cap 7 nan ,0,0,0,0
177,"And hence it is , that some ( greedily following the sense of their appetite-onely ) over-charge their stomackes even to vomiting , before they feele themselves satisfied : because though the vessell be over-full , yet appetite is not apprased till Concoction have begun her worke upon some part of that which is already received nan ",0,0,0,0
178,Section 3 nan ,0,0,0,0
179,"Lazinesse encreaseth superfluous humours , and over-violent labour , wasteth away the nourishing ones nan ",0,0,0,0
180,"But moderate exercise ( ad ruborem non ad sudorem ) stirreth up and nourisheth Naturall heate , helping Concoction and Evacuation ; if also it be used in seasonable times and convenient places nan ",0,0,0,0
181,The best Exercise is walking with a little stirring of the armes nan ,0,0,0,0
182,"The Time , in the morning : and the place , eyther in a pure ayre abroad , or in a purified ayre at home , in some large roome , where is little or no company , by the heate of their bodies and breaths , to distemper the Aire nan ",0,0,0,0
183,"But at all times beware of taking cold ; for great colds and rheumes doe easily putrid Feavors , and they as easily prove Pestilent nan ",0,0,0,0
184,Sleepe and Watching is the fifth point nan ,0,0,0,0
185,"Sleepe eyther immoderate or unseasonable , hindereth digestion , and causes crudities , quels the vitall and dulls the Animall Spirits nan ",0,0,0,0
186,"Watching also over-much , dries up and inflames the good Bloud , and weakens all the powers of Nature nan ",0,0,0,0
187,"Let your sleepe therefore be seasonable , and not superfluous nan ",0,0,0,0
188,"Not upon your dinner , unlesse custome commands it ; and then take it but vapping for halfe an houre or so , sitting in a Chaire upright nan ",0,0,0,0
189,Three houres at least after a light Supper goe to Bed ; where let five or sixe houres suffice for sleepe nan ,0,0,0,0
190,"Lye conveniently warme , the Chamber dores and windowes being shut to exclude the night ayre nan ",0,0,0,0
191,But beware of sleeping or lying on the ground or grasse : for the nearer the earth the more deadly is the Aire nan ,0,0,0,0
192,And the immediate stroake of the cold vapors rising from the ground is dangerous at all times nan ,0,0,0,0
193,"The Sixt Point of Diet , is Passions of the Mind nan ",0,0,0,0
194,"All kindes of Passion , if they be vehement , doe offer violence to the Spirits ; yea though they be of the better and more naturall sort nan ",0,0,0,0
195,"As Laughter ( if unbridled ) doth runne even life out of breath , and greatly perplexeth the Body : in so much as the brest and sides are pained , the breath is straitned , and sometimes the Soule it selfe , is ( as I may say ) laughed out of her skin nan ",0,0,0,0
196,"For so it is recorded of CHRYSIPPVS , That onely upon the sight of an Asse eating Figges , he brake into such an unmeasurable laughter , that he fell downe and dyed nan ",0,0,0,0
197,Section 4 nan ,0,0,0,0
198,"There is commonly , 1 Trembling of the heart , fainting or sowning . 2 A Feavor , though not easily discerned at first . 3 Cardialgia , commonly called Heart-ache . 4 Vomiting , and Loathing in the stomacke . 5 Extreame Thirst , and vile taste in the Mouth . 6 Head-ache , and pricking paines there . 7 Swimming , or Vertigo . 8 Losse of Memorie , and Foolish behaviour . 9 Want of sleepe . 10 Delirium , or Frenzy . 11 Convulsions , or Cramps . 12 Lethargie , or extreame Drowsinesse . 13 Sharp paines in the Eares . 14 Opthalmia , or inflamation of the Eyes . 15 Bleeding at the Nose . 16 The tongue and mouth enflam ' d and furr ' d . 17 Spitting of Bloud . 18 Squinansie . 19 Pleuresie . 20 Very short Breath , and continuall sighing . 21 Drye Cough . 22 Iaundise . 23 Swelling of the Belly with externall paine . 24 Colick , and Iliak Passions . 25 Extreame Costinesse . 26 Wormes . 27 Flux of the Belly : eyther Lieuteria , or Diarrhaea . 28 Bloudy Flux . 29 Swelling of the Testicles very painefully . 30 Suppression of Vrine . 31 Extreame heate , and paine in the Backe . 32 Swelling of the Feet and Legges with intollerable paine . 33 And sometimes , Such immoderate Sweat horribly stinking , that it affrights the Physitian from his course of sweating the Patient , and yet for all this sweat the deadly danger increaseth nan ",1,0,0,0
199,And not one of these Symptomes can bee cured by the common Method of such cases : Because of the venemous quality that is mixed with them nan ,0,0,0,0
200,"When I had well informed my selfe of these things , and saw how little they were regarded of others nan ",0,0,0,0
201,"I was stricken with wonder to see , with what peaceable consciences some men went a killing nan ",0,0,0,0
202,"And I began to doubt whether it were not better for a man to be at peace with Ignorance , then to carry his trembling heart in his hand , as I did al that time nan ",0,0,0,0
0,nan ,0,0,0,0
1,"Selection of passages from 18th century plays and discussions of theatre smells William Burnaby , The ladies visiting-day nan ",1,0,0,0
2,A comedy nan ,0,0,0,0
3,"As it was acted at the Theatre in Lincolns-Inn-Fields , ( London : , 1701 ) Your ladyship may observe in this suddain change , how odious is an old fashion ; we are ready to swoon , now when anybody comes Perfum ’ d among us ; and it looks like a citizens dowdy daughter , roll ’ d up in sweets like a pastielle , and only Thames Street now smells of musk and civit nan ",1,0,0,0
4,"The Tricks of the Town laid open : Or , a Companion for the country gentleman ( London , 1746 ) , pp . 10 - 11 nan ",0,0,0,0
5,"There you ’ ll find some clapping and stamping , others hissing and scoffing , and perhaps both without any reason nan ",0,0,0,0
6,"There you ’ ll see a cock horse on the seats , damning and confounding the play and players , they know not why or for what ; others throwing about their wigs , and almost blinding you with the nauseous scents of their perfumes and pulvilios ; others prating with orange wenches , or bantering with whores ; and what ’ s more probable , the whores bantering of them nan ",1,0,0,0
7,"George Anne , Bellamy , An apology for the life of George Anne Bellamy , late of Covent-Garden Theatre nan ",0,0,0,0
8,Written by herself nan ,0,0,0,0
9,"( London , 1785 , 5vols ) , III , pp . 85 - 6 nan ",0,0,0,0
10,"And notwithstanding it happened to be a very wet afternoon , a great concourse of people for the second gallery attended nan ",0,0,0,0
11,"As soon as that part of the house was full , she disposed of the overflow in the boxes and up on the stage ; wisely preferring their two shillings a piece to empty benches nan ",0,0,0,0
12,The heat of the house occasioned the wet clothes of the dripping audience to send forth odours not quite so sweet as those of Arabia nan ,1,0,0,0
13,"Not being accustomed to such effluvia , I gave preference to lavender water , with which I impregnated my handkerchief , and held it to my face nan ",1,1,0,0
14,"Mr Ross , who played Alexander , happened that night to be in one of his active dispositions , and intending to do the part justice , which was full in his power , when he did not chuse to walk over the course , he enquired why I hid my face from him whilst he was paying homage to my queenship nan ",0,0,0,0
15,"I as usual , played satire which I answered , that I did it because I was just suffocated with the stench ; the people smelling so of tripe that they were horrible offensive nan ",1,0,0,0
16,"The gentleman , out of humour at my delicacy put what I had uttered into his own tramontane language , and told the lovely Roxanna that I had said that her audience stunk nan ",1,0,0,0
17,"Enraged at so great a indignity thrown on such a a number of her worthy friends , who had endangered their lives , from being we to the skin in order to pay their respects to her , she formed a resolution to mortify me in my turn nan ",0,0,0,0
18,"‘ On Affectation ’ , The Town and Country Magazine , Or Universal Repository of Knowledge , Instruction , and Entertainment , Volume 10 1778 , p . 197 I was the other evening at the rout of a lady of some consequence at the west end of the town , and during a party of quadrille , the conversation turned upon the company that were the night before at the opera nan ",0,0,0,0
19,"Lady Annabella S - declared that notwistanding all the encomiums that had been paid on the duchess of D - , she was a perfect fright nan ",0,0,0,0
20,Heaves nan ,0,0,0,0
21,What a head nan ,0,0,0,0
22,"Tittering all night with Colonel S - , and laughing out loud in the midst of some of the most favourite airs , yet she is pronounced a prodigy – she is indeed a prodify of coquetry and affectation ; for my part , Miss , ( addressing her next neighbour ) , I make it a rule positive at a public place , never to go beyond a simple nan ",0,0,0,0
23,"Well , but , said lady R - , how would you have been motified had you been seated as I was next to a packer ’ s wife from Thames-Street nan ",0,0,0,0
24,"The odour of tar and pitch was so strong , that I had like to have fainted nan ",1,0,0,0
25,"I was obliged to keep my smelling bottle to mynose the whole night , and though it was the best eau de luce Warren sells , Mrs nan ",1,0,0,0
26,L - was still far predominant nan ,0,0,0,0
27,"My dear lady , cried Miss V-n , your mortification was trivial to mine the other night in the front-box at Drury-lane nan ",0,0,0,0
0,nan ,0,0,0,0
1,Then at last there were lights and houses and men and women passing the windows nan ,0,0,0,0
2,They had entered a village nan ,0,0,0,0
3,Instantly Flush was all attention nan ,0,0,0,0
4,"It was the human scene that stirred him , not beauty nan ",0,0,0,0
5,"Beauty , so it seems at least , had to be crystallised into a green or violet powder and puffed by some celestial syringe down the fringed channels that lay behind his nostrils before it touched Flush's senses ; and then it issued not in words , but in a silent rapture nan ",1,0,0,0
6,Where Mrs nan ,0,0,0,0
7,"Browning saw , he smelt ; where she wrote , he snuffed nan ",1,0,0,0
8,"Here , then , the biographer must perforce come to a pause nan ",0,0,0,0
9,Where two or three thousand words are insufficient for what we see - - and Mrs nan ,0,0,0,0
10,Browning had to admit herself beaten by the Apennines : she admitted - - there are no more than two words and perhaps one-half for what we smell nan ,1,0,0,0
11,The human nose is practically non-existent nan ,0,0,0,0
12,"The greatest poets in the world have smelt nothing but roses on the one hand , and dung on the other nan ",1,1,1,0
13,The infinite gradations that lie between are unrecorded nan ,0,0,0,0
14,Yet it was in the world of smell that Flush mostly lived nan ,1,0,0,0
15,"Love was chiefly smell ; form and colour were smell ; music and architecture , law , politics and science were smell nan ",1,0,0,0
16,To him religion itself was smell nan ,1,0,0,0
17,To describe his simplest experience with the daily chop or biscuit is beyond our power nan ,0,0,0,0
18,Not even Mr nan ,0,0,0,0
19,Swinburne could have said what the smell of Wimpole Street meant to Flush on a hot afternoon in June nan ,1,0,0,0
20,"As for describing the smell of a spaniel mixed with the smell of torches , laurels , incense , banners , wax candles and a garland of rose leaves crushed by a satin heel that has been laid up in camphor , perhaps Shakespeare , had he paused in the middle of writing Antony and Cleopatra - - But Shakespeare did not pause nan ",1,1,1,0
21,"Confessing our inadequacy , then , we can but note that to Flush Italy , in these the fullest , the freest , the happiest years of his life , meant mainly a succession of smells nan ",1,0,0,0
22,"Love , it must be supposed , was gradually losing its appeal nan ",0,0,0,0
23,Smell remained nan ,0,0,0,0
24,"Now that they were established in Casa Guidi again , all had their avocations nan ",0,0,0,0
25,Mr nan ,0,0,0,0
26,Browning wrote regularly in one room ; Mrs nan ,0,0,0,0
27,Browning wrote regularly in another nan ,0,0,0,0
28,The baby played in the nursery nan ,0,0,0,0
29,But Flush wandered off into the streets of Florence to enjoy the rapture of smell nan ,1,0,0,0
30,"He threaded his path through main streets and back streets , through squares and alleys , by smell nan ",1,0,0,0
31,"He nosed his way from smell to smell ; the rough , the smooth , the dark , the golden nan ",1,0,0,0
32,"He went in and out , up and down , where they beat brass , where they bake bread , where the women sit combing their hair , where the bird-cages are piled high on the causeway , where the wine spills itself in dark red stains on the pavement , where leather smells and harness and garlic , where cloth is beaten , where vine leaves tremble , where men sit and drink and spit and dice - - he ran in and out , always with his nose to the ground , drinking in the essence ; or with his nose in the air vibrating with the aroma nan ",1,0,0,0
33,He slept in this hot patch of sun - - how sun made the stone reek nan ,1,0,0,0
34,he sought that tunnel of shade - - how acid shade made the stone smell nan ,1,0,0,0
35,"He devoured whole bunches of ripe grapes largely because of their purple smell ; he chewed and spat out whatever tough relic of goat or macaroni the Italian housewife had thrown from the balcony - - goat and macaroni were raucous smells , crimson smells nan ",1,0,0,0
36,"He followed the swooning sweetness of incense into the violet intricacies of dark cathedrals ; and , sniffing , tried to lap the gold on the window-stained tomb nan ",1,0,0,0
37,Nor was his sense of touch much less acute nan ,0,0,0,0
38,He knew Florence in its marmoreal smoothness and in its gritty and cobbled roughness nan ,0,0,0,0
39,"Hoary folds of drapery , smooth fingers and feet of stone received the lick of his tongue , the quiver of his shivering snout nan ",0,0,0,0
40,Upon the infinitely sensitive pads of his feet he took the clear stamp of proud Latin inscriptions nan ,0,0,0,0
41,"In short , he knew Florence as no human being has ever known it ; as Ruskin never knew it or George Eliot either nan ",0,0,0,0
42,He knew it as only the dumb know nan ,0,0,0,0
43,Not a single one of his myriad sensations ever submitted itself to the deformity of words nan ,0,0,0,0
44,"But though it would be pleasant for the biographer to infer that Flush's life in late middle age was an orgy of pleasure transcending all description ; to maintain that while the baby day by day picked up a new word and thus removed sensation a little further beyond reach , Flush was fated to remain for ever in a Paradise where essences exist in their utmost purity , and the naked soul of things presses on the naked nerve - - it would not be TRUE nan ",0,0,0,0
45,Flush lived in no such Paradise nan ,0,0,0,0
46,"The spirit , ranging from star to star , the bird whose furthest flight over polar snows or tropical forests never brings it within sight of human houses and their curling wood-smoke , may , for anything we know , enjoy such immunity , such integrity of bliss nan ",0,0,0,0
47,But Flush had lain upon human knees and heard men's voices nan ,0,0,0,0
48,"His flesh was veined with human passions ; he knew all grades of jealousy , anger and despair nan ",0,0,0,0
49,Now in summer he was scourged by fleas nan ,0,0,0,0
50,"With a cruel irony the sun that ripened the grapes brought also the fleas . Savonarola's martyrdom here in Florence , Browning nan ",0,0,0,0
51,"Fleas leapt to life in every corner of the Florentine houses ; they skipped and hopped out of every cranny of the old stone ; out of every fold of old tapestry ; out of every cloak , hat and blanket nan ",0,0,0,0
52,They nested in Flush's fur nan ,0,0,0,0
53,They bit their way into the thickest of his coat nan ,0,0,0,0
54,He scratched and tore nan ,0,0,0,0
55,"His health suffered ; he became morose , thin and feverish nan ",0,0,0,0
56,Miss Mitford was appealed to nan ,0,0,0,0
57,"What remedy was there , Mrs nan ",0,0,0,0
58,"Browning wrote anxiously , for fleas nan ",0,0,0,0
59,"Miss Mitford , still sitting in her greenhouse at Three Mile Cross , still writing tragedies , put down her pen and looked up her old prescriptions - - what Mayflower had taken , what Rosebud nan ",0,0,0,0
60,But the fleas of Reading die at a pinch nan ,0,0,0,0
61,The fleas of Florence are red and virile nan ,0,0,0,0
62,To them Miss Mitford's powders might well have been snuff nan ,0,0,0,0
63,In despair Mr . and Mrs nan ,0,0,0,0
64,Browning went down on their knees beside a pail of water and did their best to exorcise the pest with soap and scrubbing-brush nan ,0,0,0,0
65,It was in vain nan ,0,0,0,0
66,At last one day Mr nan ,0,0,0,0
67,"Browning , taking Flush for a walk , noticed that people pointed ; he heard one man lay a finger to his nose and whisper _	_	_	_	_	_	
69-27	6490-6492	La	_	_	_	_	_	_	
69-28	6493-6498	rogna	_	_	_	_	_	_	
69-29	6498-6499 ( mange ) nan ",0,0,0,0
68,As by this time to take his walk of an afternoon with a friend and to hear him thus stigmatised was intolerable nan ,0,0,0,0
69,"Robert , his wife wrote nan ",0,0,0,0
70,"Only one remedy remained , but it was a remedy that was almost as drastic as the disease itself nan ",0,0,0,0
0,nan ,0,0,0,0
1,"Irishmen who do me the honour of tasting this light omelette of scientific literature will have noticed , I am sure , that I have not included the sister isle in my olfactory paradise nan ",1,0,0,0
2,"And indeed , I hesitated long before passing it over , because I am a man of peace—at any price where the Land of Ire is concerned nan ",0,0,0,0
3,But alas nan ,0,0,0,0
4,I am by nature truthful and only by art mendacious nan ,0,0,0,0
5,And there sticks horrible to my memory the fumous and steamy stench of parboiled cabbage that filled the restaurant-car of the train for Belfast—yes nan ,1,0,0,0
6,"Belfast , not Dublin—one evening as I landed at Kingstown nan ",0,0,0,0
7,The sea had been—well nan ,0,0,0,0
8,"it was the Irish Sea , and I stepped on to the train straight from the mail-boat , so that . . . in a word , I remember that luscious but washy odour too vividly to bestow upon Ireland the white flower of a stenchless life nan ",1,1,0,0
9,"In these remarks I have been careful to observe that the train was not the Dublin train , but if any one feels moved to defend the capital city , let him first of all take a stroll down by the Liffey as it flows fermenting and bubbling under its bridges , and then . . . if he can . . . nan ",0,0,0,0
10,"Let me , however , in justice to that grief-stricken country , spray a little perfume over my too pungent observations nan ",1,0,0,0
11,"I can also recall after many years a warm and balmy evening in the town of Killarney , the peaceful close to a day of torrential rain nan ",0,0,0,0
12,"The setting sun , glowing love through its tears , was reddening the sky and the dark green hills around , those hills of Ireland where surely , if anywhere on this earth , heaven is foreshadowed nan ",0,0,0,0
13,"And linked in memory with that evening ’ s glory there comes , like the gentle strain of a long-forgotten song , the rich , pungent smell of turf-smoke eddying blue from low chimneys into the soft air of the twilight nan ",1,0,0,0
14,Ireland nan ,0,0,0,0
15,Ireland nan ,0,0,0,0
16,What an atmosphere of love and grief that name calls up nan ,0,0,0,0
17,"Surely the surf that beats upon the strands of Innisfail far away is more salt , more bitter , and perhaps for that very reason more sweet , than the waters of any of the other beaches that ocean bathes nan ",0,0,0,0
18,Thence also comes a memory of heliotrope nan ,0,0,0,0
19,"It grew by a cottage just beyond a grey granite fishing-harbour in Dublin Bay , and brings also , with its faint , ineffable fragrance , the same inseparable blending of emotions that clings , itself a never-dying odour , to the memory of holidays 5in Ireland nan ",1,0,0,0
20,"There is a phrase in a song , simple , sentimental , even silly if you like , that prays for “ the peace of mind dearer than all . nan ",0,0,0,0
21,"“ But what , ” I remember asking the mother of our party — “ what is meant by ‘ peace of mind ’ ? nan ",0,0,0,0
22,"Her wistful smile seemed to me to be a very inadequate reply to my question—which , by the way , I am still asking nan ",0,0,0,0
23,"It is an historical fact that the movement which rendered England the pioneer country in the matter of Public Health received its first impulse from , and even now owes its continued existence to , the simple accident that the English public has grown intolerant of over-obtrusive odours nan ",1,0,0,0
24,"Stenches have attained to the dignity of a legal topic of interest , and are now by Act of Parliament become “ nuisances ” in law as well as in nature , with the result that they have been , for the most part , banished from the face of the land and the noses of its inhabitants nan ",0,0,0,0
25,"The reason assigned by the man in the street for this reform was , and indeed still is , that stenches breed epidemic diseases nan ",1,0,0,0
26,"In a noisome smell people imagine a deadly pestilence , probably because patients affected with such epidemic diseases as smallpox , typhus , and diphtheria , give off nauseating odours nan ",1,0,0,0
27,"Now , bad smells from drains and cesspools do not of themselves induce 6epidemic disease nan ",1,0,0,0
28,"Nevertheless , there is this much of truth in the superstition , that where you have bad smells you have also surface accumulations of filth , and these , soaking through soil and subsoil , contaminate surface wells , until it only requires the advent of a typhoid or other “ carrier ” to set a widespread epidemic a-going nan ",1,0,0,0
29,"Further , as recent investigators have shown us , the loathsome and deadly typhus fever , known for years to be a “ filth-disease , ” is carried by lice , which pests breed and flourish where bodily cleanliness is neglected and personal odours are strong nan ",1,0,0,0
30,"So that in this , as in most superstitions , there is a substratum of truth nan ",0,0,0,0
31,"But the point is , that the objection to bad smells preceded all those scientific discoveries and had , in the beginning , but a slender support from rationalism nan ",1,0,0,0
32,Our forebears builded better than they knew nan ,0,0,0,0
33,Their objection was in reality intuitive nan ,0,0,0,0
34,"It may be true that all nations occupying a corresponding level of civilisation will manifest the same instinctive abhorrences , but it has been left to the practical genius of the English race to give effect to the natural repugnance and to translate its urgings into practice nan ",0,0,0,0
35,"The interesting question now arises : How and when did this intuition or instinct , this blind feeling , arise , and what transformed it from a mere individual objection , voiced here and there , to a mass-movement leading to a general popular reformation nan ",0,0,0,0
36,"The first explanation that is likely to occur to us is , that it was due to the refinement of feeling that accompanies high civilisation operating in a community quick to respond and to react when a public benefit is anticipated nan ",0,0,0,0
37,One of the results of culture is an increase in the delicacy of the senses nan ,0,0,0,0
38,"When men and women strive after refinement , they achieve it , becoming refined , in spite of what pessimists and so-called realists preach , not only in their outward behaviour , but also in their innermost thoughts and feelings , and this internal refinement implies among other things a quickening of the sense of disgust nan ",0,0,0,0
