Unnamed: 0,sentence,Smell Word,Flower,Flower Smell,Flower Quality
5,In order to this I propose nan ,0,0,0,0
6,"That all low-grounds circumjacent to the City , especially East and South-west , be cast and contriv ' d into square plots , or Fields of twenty , thirty , and forty Akers , or more , separated from each others by Fences of double Palisads , or Contr ' spaliers , which should enclose a Plantation of an hundred and fifty , or more , feet deep , about each Field ; not much unlike to what His Majesty has already begun by the wall from Old Spring-garden to St nan ",0,0,0,0
7,Iames ' s in that Park ; and is somewhat resembled in the new Spring-garden at Lambeth nan ,0,0,0,0
8,"That these Palisad ' s be elegantly planted , diligently kept and supply ' d , with such Shrubs , as yield the most fragrant and odoriferous Flowers , and are aptest to tinge the Aer upon every gentle emission at a great distance : Such as are ( for instance amongst many others ) the Sweet-brier , all the Periclymena ' s and Woodbinds ; the Common white and yellow Iessamine , both the Syringa ' s or Pipe trees ; the Guelder-Rose , the Musk , and all other Roses ; Genista Hispanica : To these may be added the Rubus odoratus , Bayes , Iuniper , Lignum-vitae , Laevander : but above all , Rosemary , the Flowers whereof are credibly reported to give their sent above thirty Leagues off at Sea , upon the coasts of Spain : and at some distance towards the Meadow side , Vines , yea , Hops nan ",1,1,1,1
9,"— Et Arbuta passim , * Et Glaucas Salices , Casiamque Crocumque rebentem , Et pinguem Tiliam , & ferrugineos Hyacinthos , & c nan ",0,0,0,0
10,"For , there is a very sweet smelling Sally , and the blossoms of the Tilia or Lime-tree , are incomparably fragrant ; in brief , whatsoever is odoriferous and refreshing nan ",1,0,0,0
11,"That the Spaces , or Aera between these Palisads , and Fences , be employ ' d in Beds and Bordures of Pinks , Carnations , Clove , Stock-gilly-flower , Primroses , Aurieulds , Violets , not forgetting the White , which are in flower twice a year , April and August : Cowslips , Lillies , Nareissus , Strawberries , whose very leaves as well as fruit , emit a Cardiaque , and most refreshing Halitus : also Parietaria Lutea , Musk , Lemmon , and Mastick , Thyme : Spike , Cammomile , Balm , Mint , Marjoram , Pempernel , and Serpillum , & c . which upon the least pressure and cutting , breathe out and betray their ravishing odors nan ",1,0,0,0
12,"That the Fields , and Crofts within these Closures , or Invironing Gardens , be , some of them , planted with wild Thyme , and others reserved for Plots of Beans , Pease ( not Cabbages , whose rotten and perishing stalks have a very noisom and unhealthy smell , and therefore by Hyppocrates utterly condemned near great Cities ) but such blossom-bearing Grain as send forth their virtue at farthest distance , and are all of them marketable at London ; by which means , the Aer and Winds perpetually fann ' d from so many circling and encompassing Hedges , fragrant Shrubs , Trees , and Flowers ( the amputation and prunings of whose superfluities , may in Winter , on some occasions of weather , and winds , be burnt , to visit the City with a more benign smoak ) not onely all that did approach the Region , which is properly design ' d to be Flowery ; but even the whole City , would be sensible of the sweet and ravishing varieties of the perfumes , as well as of the most delightful and pleasant objects , and places of Recreation for the Inhabitants ; yielding also a Prospect of a noble and masculine Majesty , by reason of the frequent plantations of Trees , and Nurseries for Ornament , Profit , and Security : The remainder of the Fields included , yielding the same , and better Shelter , and Pasture for Sheep and Cattel then now ; that they lie bleak , expos ' d and abandon ' d to the winds , which perpetually invade them nan ",1,1,1,1
13,"That , to this end , the Gardiners ( which now cultivate the upper , more drie and ungrateful soil ) be encouraged to begin Plantations in such places onely : and the farther exorbitant encrease of Tenements , poor and nasty Cottages near the City , be prohibited , which disgrace and take off from the sweetness and amoenity of the Environs of London , and are already become a great Eye-sore in the grounds opposite to His Majesty ' s Palace of White hall ; which being converted to this use , might yield a diversion inferior to none that could be imagin ' d for Health , Profit , and Beauty , which are the three Transcendencies that render a place without all exception nan ",0,0,0,0
14,"And this is what ( in short ) I had to offer , for the Improvement and Melioration of the Aer about London , and with which I shall conclude this discourse nan ",1,0,0,0
0,nan ,0,0,0,0
1,"enormous tropical forests , little known to man , and from which he gathers here and there the treasures for our orchid - and greenhouses ; great island conservatories like Java and Ceylon and Borneo , rich in spices and lovely plant life : Australian Bush , with traces of plant life as if from another world , but often most delicate in odour even in the fragments of them we see in our greenhouses nan ",1,0,0,0
2,"It is not only from the fragile flower-vases these sweet odours flow ; they breathe through leaf and stem , and the whole being of many trees and bushes , from the stately Cum trees of Australia to the sweet Verbena of Chili nan ",1,1,0,1
3,"Many must have felt the charm of the strange scent of the Boxbush before Oliver Wendell Holmes told us of its ‘ breathing the fragrance of eternity , for this is one of the odours which carry us out of time into the abysses of the unbeginning past . nan ",1,0,0,0
4,"The scent of flowers is often cloying , as of the Tuberose , while that of leaves is often delightful and refreshing , as in the green budding Larch , and in the leaves of Balm and Rosemary , while in many cases fragrance is stored in the wood and permeates down through the roots nan ",1,1,1,1
5,"To but few it is given to see many of these sweet plants in their native lands , but we who love our gardens may enjoy many of them about us , not merely in drawings or descriptions , but the living , breathing things themselves nan ",0,0,0,0
6,"The Geraniums in the cottage window bring us the spicy fragrance of the South African hills ; the Lavender bush of the sunny hills of Provence , where it is at home ; the Roses in the garden bring near us the breath of the wild Roses on a thousand hills ; the aromatic pot-herbs of our gardens are a gift of the shore-lands of France and Italy and Greece nan ",1,1,1,1
7,"The Sweet Bay bush in the farmer ’ s or cottage garden comes with its story from the streams of Greece , where it seeks moisture in a thirsty land along with the wild Olive and the Arbutus nan ",0,0,0,0
8,"And this Sweet Bay is the Laurel of the poets , of the first and greatest of all poet and artist nations of the earth — the Laurel sacred to Apollo , and used in many ways in his worship , as we may see on coins , and in many other things that remain to us of the great civilisations of the past . 1 The Myrtle , of less fame , was also a sacred plant beloved for its leaves and blossoms , was , like the Laurel , seen near the temples of the race who built their temples as Lilies are built , whose song is deathless , and the fragments of its art Despair to the artist of our time nan ",0,1,0,0
9,"And so we see how the fragrant bushes our gardens may entwine for us , apart from their gift of fragrance , living associations and beautiful thoughts for ever famous in human story nan ",1,0,0,0
10,"It is not only these trees and climbers , loved by all for their odour , we have to think of , but many delicate ones , 1 ‘ What you call advantageous , Solon , is for these men to be crowned in view of all the world , who just before were objects of pity from their wounds : and yet it seems they think themselves happy if in return for all their labours they can get a bunch of Laurel . ’ — From the Greek of Lucian . little thought of , perhaps , from the blossoms that give it being without showy colour , as the fragrant American wild Vine nan ",1,0,0,0
11,"And among these modest flowers there are none more delicate than the blossoms of the White Willow of Britain and northern Europe , all the more grateful in air coming to us . ‘ O ’ er the northern moorland , o ’ er the northern foam . ’ What is the lesson these sweet flowers have for us 1 They tell us — if there were no other flowers to tell us — that a garden should be a living thing ; its life not only fair in form and lovely in colour , but in its breath and essence coming from the Divine nan ",0,1,0,0
12,"They tell us that the very common attempt to conform these fair lives into tile or other patterns , to clip or set them out as so much mere colour of the paper-stainer or carpet-maker , is to degrade them , and make our gardens ugly and ridiculous , from the point of view of nature or true art nan ",0,0,0,0
13,And many of these treasures for the open garden have been shut out of our thoughts owing to exclusion of almost everything that did not make showy colour and lend itself to carpet or other crude modes of setting flowers to compete with tiles and like modes of ‘ decoration . nan ,0,0,0,0
14,"Of the many considerations that should occur in the making of a beautiful garden to live in , this of fragrant plants and flowers is one of the first nan ",1,1,1,1
15,"And happily among every class of flowers which adorn our open-air gardens , there are odorous things to be found nan ",1,1,0,0
16,"Apart from the groups of plants in which all , or nearly all , are sweet , as in Roses and Violets , the annual and biennial flowers of our gardens , are rich in fragrance , Stocks , Mignonette , Sweet Peas , Sweet Sultan and Wallflowers , Double Rockets , Sweet Scabious , and many others , the odours of which are not always so popular nan ",1,1,1,1
17,"These , among the most easily raised of plants , are enjoyed by the simplest cottage gardeners nan ",0,0,0,0
18,The garden borders bear for us odours as precious as any breath of tropic Orchid : from the Lily of the Valley to the Carnation — this last being perhaps the most grateful odour of all the flowering host in our garden land nan ,1,1,1,0
19,"Among these borders one meets with things sweeter than words may tell of — Woodruff , Balm , Pinks , Violets , garden Primroses , Polyanthus , day and other Lilies , early Iris , Narcissus , evening Primroses , Mezereon Bush , Wallflower and Pansies , delicate in their sweetness nan ",1,1,1,1
20,"No one may be richer in delicate fragrance than the wise man who plants hardy shrubs and flowering trees — Magnolia , Thorn , Daphne , Lilac — names each telling of whole families of delightful things nan ",1,0,0,0
21,"Among shrubs , those without any very strong odour , like the hardy Heaths , are all the more pleasant to many whose memories are often touched by remembered fragrance of some plant they do not always know nan ",1,0,0,0
22,"From the same regions where we found the Laurel and the Myrtle we have the Laurustinus , beautiful in all our sea-coast and milder districts , and many other lovely things happy in our climate : one , the Winter Sweet , even pouring out delicious fragrance in mid-winter : Sweet Gale , that grows in any boggy place , Azalea , Allspice , and the delightful little Mayflower that creeps about in the woodland shades in North America nan ",1,0,0,0
23,"So , though we cannot boast N of Lemon or Orange groves , our climate is kind to many lovely and fragrant shrubs nan ",1,0,0,0
24,"Even our ugly walls may be sweet gardens with Magnolia , Honeysuckle , Clematis , Sweet Verbena , and the delightful old Jasmine , still clothing many a house in London nan ",0,0,0,0
25,"Most precious of all , however , are the noble climbing Tea Roses raised in our own time , mostly in France within the past forty years or so nan ",0,1,0,0
26,Among the abortions of this century these are a real gain — the loveliest flowers ever raised by man nan ,0,1,0,0
27,"Noble in form and colour , and scented as delicately as a J une morn in alpine pastures , with these most precious of garden roses we could cover all the ugly walls in England and Ireland , and Heaven knows there are many in want of a veil nan ",0,1,0,0
28,The old Kent and Sussex way of having an orchard near the house was a good one nan ,0,0,0,0
29,"Planted for use , it was as precious for its beauty , and not only when the spring winds carry the breath of its myriad blossoms of Cherry , Plum , Apple , or Pear nan ",1,0,0,0
30,"We have the fruit odours too , and the faint scent of Strawberries , and later their leaves , and the Currant leaves nan ",1,0,0,0
31,"It would be , in many places , charming to plant a pretty orchard and have the fruit-garden near or alongside — keeping the less pleasant evidence of vegetables in the background nan ",0,0,0,0
32,"These beautiful orchards , too , are where the early Daffodils and Snowdrops appear nan ",0,1,0,0
33,"Then , with Violets and Primroses on the banks they may be delightfully sheltered from the north and east by a grove of our native evergreens — Holly and Yew — these , in their turn , wreathed here and there with the fragrant autumn Clematis , Honeysuckles , and Climbing Wild Roses nan ",1,1,1,1
34,"Of all the things for garden pictures there are none so good as the lovely groups of hardy trees forming our hardy fruits , including the Medlar and Quince , while near might be the Japanese and other handsome Crabs , which have so much beauty of bloom and also brilliant fruit in autumn nan ",0,0,0,0
35,"MONO the many enjoyments this fascinating world affords , none are more innocent or enticing than close association with the beautiful gems that so happily grace our gardens , where a balmy atmosphere laden with sweet perfumes and aromatic fragrance , rich and embowering foliage , with rural seclusion , are ever perfect ideas of earthly felicity — ‘ In the calm retreat , Far from the busy haunts of life , Where Flora trains her lovely offspring up To captivate and charm . nan ",1,0,0,0
36,"In all countries , civilised and savage , in the religious festivals of all creeds , and on all occasions whether of grief or rejoicing , the scented attractions of flowers and plants possess an important significance , and Nature seems to have been most bountiful in her munificence in scattering these odoriferous treasures throughout our world , to give cheerfulness to the earth and happiness to its inhabitants nan ",1,1,1,1
37,Every rank of people seem equally to appreciate them as a gratification to the organs of sight and smell nan ,1,0,0,0
38,"The refreshing odours prevalent in a garden , where the richest perfumes shed their aromatic perfections lavishly around , are the spoils from Nature ’ s laboratory , that dispense delicious medicines to sweeten our existence nan ",1,0,0,0
0,nan ,0,0,0,0
1,"At end whereof is placed a costly portall : Resembling much the figure of a drumme , Granting slow entrance to a priuate closet : Where daily with a mallet in my hand , I set and frame all words and sounds that come , Vpon an Anuile and so make them fit : For the pere : vinckling poore ; that winding leades , From my close chamber to your Lordships cell nan ",0,0,0,0
2,"Thither do I chiefe Iustice of all accents , Psyches next porter , Microcosmes front : Learnings ritch treasure , bring discipline , Reasons discourse , knowledge of foraigne states , Lowd fame of great Heroes vertuous deeds : The marrowe of graue speeches and the flowers : Of quickest Wits , neat Iests , and pure Conceits , And often times to ease the heauy burthen , Of gouernment , your Lordships shoulder beare , I thither do conduce the pleasing Nuptialls : Of sweetest iustruments with heauenly noise nan ",0,0,0,0
3,"If then A • ditus , haue deseru ' d the best : Let him be dignified before the rest nan ",0,0,0,0
4,COM nan ,0,0,0,0
5,SEN nan ,0,0,0,0
6,"Auditus I am almost a Skepticke in this matter , scarce knowing which way the ballance of the cause will decline , when I haue heard the rest , I will dispatch iudgement , meane while you may depart nan ",0,0,0,0
7,"Auditus leads his showe about the stage , and then goes out nan ",0,0,0,0
8,ACTVS . 4 nan ,0,0,0,0
9,SCENA . 3 nan ,0,0,0,0
10,"COMMVNIS SENSVS , Memoria , Phantastes , Anamnestes , Heuresis as before , Olfactus in a garland of seuerall flowers , a page before him , bearing his target , his field vert , around argent , two Boyes with casting bottells , and two with censors with incense , another with a veluet cushion stuck with slowers , an other with a basket of hearbes , an other with a box of Oyntment , Olfactus leads them about , and making obeysance presents them before the bench nan ",1,1,1,0
11,I nan ,0,0,0,0
12,BOY nan ,0,0,0,0
13,"Your onely way to make a good pomander , is this , take an ownce of the purest garden mould , clensed and steeped seauen daies in change of motherlesse rose water , then take the best Labdanum , Benioine , both Storaxes , amber greece , and Ciuet , and mus ke , incorporate them together , and work them into what forme you please , this if your breath bee not to valiant , will make you smell as sweete as my Ladies dogge nan ",1,0,0,0
14,PHA nan ,0,0,0,0
15,"This Boy it should seeme represents Odor , hee is so perfect a persumer nan ",1,0,0,0
16,ODOR nan ,0,0,0,0
17,"I do my Lord , and haue at my command , The smell of flowers , and Odoriferous drugs , Of oyntments sweete , and excellent perfumes , And Court-like waters , which if once you smell , You in your heart would wish as I suppose : That all your Body were transsformed to Nose nan ",1,1,1,0
18,PHA nan ,1,0,0,0
19,"Olfactus of all the Senses , your obiects haue the worst luck , they are alwaies iarring with their contraries , for none can weare Ciuet , but they are suspected of a proper badde sent , where the prouerbe springs , hee smelleth best , that doth of nothing smell nan ",1,0,0,0
20,ACT . 4 nan ,0,0,0,0
21,SCENA 4 nan ,0,0,0,0
22,"The bench and Olfactus as before , Tobacco apparelled in a taffata mantle , his armes browne and naked , buskins made of the pilling of Osiers , his necke bare , hung with Indian leanes , his face browne painted with blewe stripes , in his nose swines teeth , on his head a painted wicker crowne , with Tobacco pipes set in it , • lumes of Tobacco leaues , lead by two Indian boyes naked , with tapers in their hands , Tobacco boxes and pipes lighted nan ",1,0,0,0
23,PHA nan ,0,0,0,0
24,"Foh , foh , what a smell is heare nan ",1,0,0,0
25,is this one of your delightfull obiects nan ,0,0,0,0
26,OLF nan ,0,0,0,0
27,It is your onely sent in request Sir nan ,1,0,0,0
28,COM nan ,0,0,0,0
29,SEN nan ,0,0,0,0
30,"What fiery fellow is that , which smokes so much in the mouth nan ",0,0,0,0
31,OLF nan ,0,0,0,0
32,It is the great and puissant God of Tobacco nan ,0,0,0,0
33,TOB nan ,0,0,0,0
34,"Ladoch guevarroh pusuer shelvar baggon , Olfia di quanon , Indi cortilo uraggon nan ",0,0,0,0
35,PHA nan ,0,0,0,0
36,"Ha , ha , ha , ha , this in my opinion is the tongue of the Antipodes nan ",0,0,0,0
37,"MEM , No I remember it very well , it was the language the Arcadians spake , that siued long before the Moon nan ",0,0,0,0
38,COM nan ,0,0,0,0
39,SEN nan ,0,0,0,0
40,What signifies it Olfactus nan ,1,0,0,0
41,OLF nan ,0,0,0,0
42,"This is the mighty Emperour Tobacco , King of Trinidado , that in being conquered , conquered all Europe , in making them pay tribute for their smoake nan ",0,0,0,0
43,TOB nan ,0,0,0,0
44,"Erfronge inglues conde hifinge , Develin floscoth ma pu cocthinge nan ",0,0,0,0
45,OLF nan ,0,0,0,0
46,"Expeller of Catarhes , banisher of all agues , your guts onely salue for the green wounds of a non plus nan ",0,0,0,0
47,TOB nan ,0,0,0,0
48,"Alvulcam vercu , I parda poraside gratam , kafamala mara , che Bau • o respartera , quirara nan ",0,0,0,0
49,OLF nan ,0,0,0,0
50,"Sonne to the God Vulcan , and Tellus , kinne to the father of Myrth , called Bacchiu nan ",0,0,0,0
51,TOB nan ,0,0,0,0
52,"Viscardonok , pillostuphe , pascano • inaromagas , Pagidagon stollisinfe , carociba • o scribas nan ",0,0,0,0
53,OLF nan ,0,0,0,0
54,"Genius of all Swaggerers , profest enemy to Physitions , sweete ointment for sowre teeth , firme knot of good fellowship , Adamant of Company , switt winde , to spred the wings of Time , hated of none , but those that know him not , and of so great deserts , that who so is acquainted with him , can hardly forsake him nan ",0,0,0,0
55,PHA nan ,0,0,0,0
56,"It seemes these last words were very significant , I promise you a God of great denomination , he may be my Lord Tappes for his large Titles nan ",0,0,0,0
57,COM nan ,0,0,0,0
58,SEN nan ,0,0,0,0
59,"But forward Olfactus , as they haue done before you , with your discription OLF . lust in the mid ' st of Cephalons round face As ' twere a frontis-spice vnto the hill , Olfactus lodging built in figure long , Doubly dis-parted with two precious vaults , The rootes whereof most richly are inclos ' d , With Orient Pearles , and sparkling Diamonds : Beset at the end with Emerauds and Turchois , And Rubies red , and flaming Crisolits , At vpper end whereof in costly manner , I lay my head betweene two spungeous pillowes , Like faire Adonis twixt the paps of Venus , Where I conducting in and out the wind , Daily examine all the ayre inspir ' d nan ",1,0,0,0
60,"By my pure searching , if it be pure , And sit to serue the lungs with liuely breath : Hence do I likewise minister perfume Vnto the neighbour brayne , perfumes of force To clense your head , and make your fantasie To refine wit , and sharpe inuention And strengthen memory , from whence it came , That old deuotion , incence did ordaine To make mans spirits more apt for things diuine , Besides a thousand more commodities , In leiw whereof your Lordships I request , Giue me the crowne if I deserue it best nan ",1,0,0,0
0,nan ,0,0,0,0
1,"For as the Heathen Epictetus tels vs , wee try a man as wee try money nan ",0,0,0,0
2,What figure or stampe hath this coine nan ,0,0,0,0
3,Traianes nan ,0,0,0,0
4,Then bring it nan ,0,0,0,0
5,Neroes nan ,0,0,0,0
6,"Away with is , it is adulterate , sophisticate , wicked nan ",0,0,0,0
7,So is it in the tryall of a man nan ,0,0,0,0
8,What figure and stampe doe his purposes and practises carry nan ,0,0,0,0
9,"Is hee mercifull , meeke , humble , gentle , sociable , patient , a louer of all men nan ",0,0,0,0
10,"Bring him , I allowe him , I admit him , and him onely for a man , and companion with God nan ",0,0,0,0
11,"But see hee haue not Neroes characters , or Nebuchadnezzars , or Ahabs , or Ieroboams nan ",0,0,0,0
12,"Is hee dissolute , riotous , vaine , luxarious an vncleane person nan ",0,0,0,0
13,"Is he proud , haughty , high-minded nan ",0,0,0,0
14,Is hee angry nan ,0,0,0,0
15,Is hee a pursuer of enmities nan ,0,0,0,0
16,Is hee froward nan ,0,0,0,0
17,"Doth hee reuenge himselfe of such as offend him , when hee gets opportunity nan ",0,0,0,0
18,Is hee an apparent impenitent wicked liuer in any grosse sinne nan ,0,0,0,0
19,What then nan ,0,0,0,0
20,Wilt thou say this is a man nan ,0,0,0,0
21,Surely no nan ,0,0,0,0
22,Quiduis potius quàm homo ; He is rather any thing then a man : but a man hee is not nan ,0,0,0,0
23,"Wilt thou say , that all things are iudged of by their formes nan ",0,0,0,0
24,"If that bee so , then thou mayest call a lumpe of waxe or clay an apple , because it is round like an apple : thou mayest say , it hath the smell and taste of an apple nan ",1,0,0,0
25,"But the outwarde circumscription and attendants are not sufficient ; it is not a nose , or an eye , or the like , that are sufficient to constitute a man : For humane purposes , and vertuous and noble actions , are required to make a man nan ",0,0,0,0
26,"This man heares not wholsome admonitions when he is reproued , he vnderstands not the things that belong to his peace , to his saluation : shall wee say he is a man , nan ",0,0,0,0
27,"No , hee is an asse : his shamefastnesse and modesty is dead , hee is vnprofitable , hee is any thing rather then a man nan ",0,0,0,0
28,"Another there is , who seekes with whom hee may quarrell , whom hee may spurne and contemne nan ",0,0,0,0
29,Therefore is neither a sheep nor an asse nan ,0,0,0,0
30,What then nan ,0,0,0,0
31,"Fera bestia , A wilde , bruite , sauage beast nan ",0,0,0,0
32,"It is not then the shape & image of a man that makes a man , but the image of God in man , his vertuous inclinations , and resolute executions of good purposes nan ",0,0,0,0
33,"If he haue the stamp of vertue and holinesse , of mercy and goodnes , he is a man ; if not , he is so much lesse then a man , as a good man is more then a beast nan ",0,0,0,0
34,"If this were truely disgested , it would make thousands of such as onely carry the names and shapes of men , to be much ashamed of themselues nan ",0,0,0,0
35,"For what should make the profane and godlesse persons of the world , who will not be acquainted with goodnes at all , to blush , if this doe not nan ",0,0,0,0
36,"That wheras they thinke themselues to bee the onely braue men of this world , they are in true account with God himselfe ) who is Optimus rerum aestimator , The best iudge of all things ) and also with all good men , esteemed as the dung of the streetes , and as salt that hath lost his saltnesse , which is good for nothing but to bee troden vnder foot nan ",0,0,0,0
37,"The Prodigall is a true embleme of a voluptuous , impenitent man , turned out of the nature of man into a swine and brute beast nan ",0,0,0,0
38,"For Christ tels vs , hee was set to feede swine nan ",0,0,0,0
39,"And to feede is vsually taken to recreate and delight : Oculos pictura pascit inani , Hee fed his eyes in beholding a vaine picture nan ",0,0,0,0
40,"So that to feede swine , is as much , as by the filthinesse of sinnes to delight and feed diuels : sinne beeing truely the diuels food : drunkennesse , vncleanesse , luxurie , and all other vices ( in the opinion of the learned ) no better but the diuells dainty dishes : All of vs so long feeding swine , as we doe by our sinnes please the diuell , or doe such things as the diuell reioiceth at nan ",0,0,0,0
41,"For as the meate of Christ is to doe his Fathers will , so it is the diuels meate , to doe his will nan ",0,0,0,0
42,"And therefore our Sauiour might well call the impenitent vicious vngodly man a swine , not fitte to haue pearles cast before him : for as from the swine comes no good , neither milke as from the cow , nor wooll as from the sheepe , nor faithfull seruice as from the dogge , nor obedience as from the horse , nor bearing of burdens as from the asse , nor tillage as from the oxe : as the swine giues no cotentment to him that feeds it , as the horse doth by his pace , the dogge by his hunting , the hawke by his fowling : so the voluptuous carnall man is good for nothing ; neyther hath God , who filles his bellie with his infinite treasures daily , any pleasure in him , or seruice from him nan ",0,0,0,0
43,"So that the wicked and vngodly sinner lying in his stinking pleasures , is truely a swine wallowing in the filthy puddle , as a filthy as aswine , as gluttonous as a swine , delighting in dirt as a swine , not smelling the stinke of his sin any more then the swine doth the stinke of the dirt it wallowes in nan ",1,0,0,0
44,"And yet no dung stinks so much in our nostrels , as sinne doth in the nostrels of God nan ",1,0,0,0
45,"And therefore the Scripture speaking of impenitent sinners , tels vs that the carcasse of Iezabel should be as dung on the ground ; and because they had sinned against the Lord , their flesh shall bee as the dung : the wicked becoming as the dung of the earth nan ",0,0,0,0
46,"Whereby we vnderstand , that no hot reeking dung , or filthy stinking carcasse cast out into the chanell , is so odious to our sight and smell , as the impenitent sinner is in the sight & nostrels of God and Angels nan ",1,0,0,0
47,"And so foule is the stinke of infull soules , as a godly Father obserues , that therefore Christ at the last iudgement shall shake them off with that irreuocable , depart from me , as not being able to endure their smell , no not so long as they shall bee a iudging nan ",1,0,0,0
0,nan ,0,0,0,0
1,"For , while he was but too ready to accept the position that was almost immediately offered to him on his coming of age , and found , indeed , a subtle pleasure in the thought that he might really become to the London of his own day what to imperial Neronian Rome the author of the Satyricon once had been , yet in his inmost heart he desired to be something more than a mere arbiter elegantiarum , to be consulted on the wearing of a jewel , or the knotting of a necktie , or the conduct of a cane nan ",0,0,0,0
2,"He sought to elaborate some new scheme of life that would have its reasoned philosophy and its ordered principles , and find in the spiritualizing of the senses its highest realization nan ",0,0,0,0
3,"The worship of the senses has often , and with much justice , been decried , men feeling a natural instinct of terror about passions and sensations that seem stronger than themselves , and that they are conscious of sharing with the less highly organized forms of existence nan ",0,0,0,0
4,"But it appeared to Dorian Gray that the true nature of the senses had never been understood , and that they had remained savage and animal merely because the world had sought to starve them into submission or to kill them by pain , instead of aiming at making them elements of a new spirituality , of which a fine instinct for beauty was to be the dominant characteristic nan ",0,0,0,0
5,"As he looked back upon man moving through history , he was haunted by a feeling of loss nan ",0,0,0,0
6,So much had been surrendered nan ,0,0,0,0
7,and to such little purpose nan ,0,0,0,0
8,"There had been mad wilful rejections , monstrous forms of self-torture and self-denial , whose origin was fear and whose result was a degradation infinitely more terrible than that fancied degradation from which , in their ignorance , they had sought to escape ; Nature , in her wonderful irony , driving out the anchorite to feed with the wild animals of the desert and giving to the hermit the beasts of the field as his companions nan ",0,0,0,0
9,"Yes : there was to be , as Lord Henry had prophesied , a new Hedonism that was to recreate life and to save it from that harsh uncomely puritanism that is having , in our own day , its curious revival nan ",0,0,0,0
10,"It was to have its service of the intellect , certainly , yet it was never to accept any theory or system that would involve the sacrifice of any mode of passionate experience nan ",0,0,0,0
11,"Its aim , indeed , was to be experience itself , and not the fruits of experience , sweet or bitter as they might be nan ",0,0,0,0
12,"Of the asceticism that deadens the senses , as of the vulgar profligacy that dulls them , it was to know nothing nan ",0,0,0,0
13,But it was to teach man to concentrate himself upon the moments of a life that is itself but a moment nan ,0,0,0,0
14,"There are few of us who have not sometimes wakened before dawn , either after one of those dreamless nights that make us almost enamoured of death , or one of those nights of horror and misshapen joy , when through the chambers of the brain sweep phantoms more terrible than reality itself , and instinct with that vivid life that lurks in all grotesques , and that lends to Gothic art its enduring vitality , this art being , one might fancy , especially the art of those whose minds have been troubled with the malady of reverie nan ",0,0,0,0
15,"Gradually white fingers creep through the curtains , and they appear to tremble nan ",0,0,0,0
16,"In black fantastic shapes , dumb shadows crawl into the corners of the room and crouch there nan ",0,0,0,0
17,"Outside , there is the stirring of birds among the leaves , or the sound of men going forth to their work , or the sigh and sob of the wind coming down from the hills and wandering round the silent house , as though it feared to wake the sleepers and yet must needs call forth sleep from her purple cave nan ",0,0,0,0
18,"Veil after veil of thin dusky gauze is lifted , and by degrees the forms and colours of things are restored to them , and we watch the dawn remaking the world in its antique pattern nan ",0,0,0,0
19,The wan mirrors get back their mimic life nan ,0,0,0,0
20,"The flameless tapers stand where we had left them , and beside them lies the half-cut book that we had been studying , or the wired flower that we had worn at the ball , or the letter that we had been afraid to read , or that we had read too often nan ",0,1,0,0
21,Nothing seems to us changed nan ,0,0,0,0
22,Out of the unreal shadows of the night comes back the real life that we had known nan ,0,0,0,0
23,"We have to resume it where we had left off , and there steals over us a terrible sense of the necessity for the continuance of energy in the same wearisome round of stereotyped habits , or a wild longing , it may be , that our eyelids might open some morning upon a world that had been refashioned anew in the darkness for our pleasure , a world in which things would have fresh shapes and colours , and be changed , or have other secrets , a world in which the past would have little or no place , or survive , at any rate , in no conscious form of obligation or regret , the remembrance even of joy having its bitterness and the memories of pleasure their pain nan ",0,0,0,0
24,"It was the creation of such worlds as these that seemed to Dorian Gray to be the true object , or amongst the true objects , of life ; and in his search for sensations that would be at once new and delightful , and possess that element of strangeness that is so essential to romance , he would often adopt certain modes of thought that he knew to be really alien to his nature , abandon himself to their subtle influences , and then , having , as it were , caught their colour and satisfied his intellectual curiosity , leave them with that curious indifference that is not incompatible with a real ardour of temperament , and that , indeed , according to certain modern psychologists , is often a condition of it nan ",0,0,0,0
25,"It was rumoured of him once that he was about to join the Roman Catholic communion , and certainly the Roman ritual had always a great attraction for him nan ",0,0,0,0
26,"The daily sacrifice , more awful really than all the sacrifices of the antique world , stirred him as much by its superb rejection of the evidence of the senses as by the primitive simplicity of its elements and the eternal pathos of the human tragedy that it sought to symbolize nan ",0,0,0,0
27,"He loved to kneel down on the cold marble pavement and watch the priest , in his stiff flowered dalmatic , slowly and with white hands moving aside the veil of the tabernacle , or raising aloft the jewelled , lantern-shaped monstrance with that pallid wafer that at times , one would fain think , is indeed the “ panis cælestis , ” the bread of angels , or , robed in the garments of the Passion of Christ , breaking the Host into the chalice and smiting his breast for his sins nan ",0,1,0,0
28,"The fuming censers that the grave boys , in their lace and scarlet , tossed into the air like great gilt flowers had their subtle fascination for him nan ",1,1,0,0
29,"As he passed out , he used to look with wonder at the black confessionals and long to sit in the dim shadow of one of them and listen to men and women whispering through the worn grating the true story of their lives nan ",0,0,0,0
30,"But he never fell into the error of arresting his intellectual development by any formal acceptance of creed or system , or of mistaking , for a house in which to live , an inn that is but suitable for the sojourn of a night , or for a few hours of a night in which there are no stars and the moon is in travail nan ",0,0,0,0
